COMPLAINID	COMPLAINDATE	COMPLETIONDATE	LASTNAME	FIRSTNAME	GENDER	BROKERFULLNAME	COMMISSIONSCHEME	DESCRIPTION_CATEGORY	REGION	DESCRIPTION_STATUS	STATE	PRODUCT	DESCRIPTION_PRIORITIES	DESCRIPTION_SOURCE	DESCRIPTION_TYPE
11505	21-03-2019	02-04-2019	Jennifer	Fuller	FEMALE	Ryan Porter	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	New Jersey	LBL-074	Non Urgent	Company HQ	Email
11506	21-03-2019	02-04-2019	Robert	Moore	MALE	Ronald Nguyen	Comm6	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Michigan	CAS-075	Non Urgent	Company HQ	Email
11507	21-03-2019	02-04-2019	Carl	Nelson	MALE	John Howard	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Oregon	CAP-027	Non Urgent	Company HQ	Email
11508	21-03-2019	01-04-2019	Annie	Howard	FEMALE	Gerald Jordan	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Montana	HOC-049	Non Urgent	Company HQ	Email
11509	21-03-2019	01-04-2019	Christopher	Little	MALE	Nicholas Carpenter	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	New York	CAP-026	Non Urgent	Company HQ	Email
11510	21-03-2019	01-04-2019	Thomas	Freeman	MALE	Joseph Morrison	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Texas	HOC-055	Non Urgent	Company HQ	Email
11511	21-03-2019	01-04-2019	Victor	Robertson	MALE	Kevin Gray	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	New Jersey	HOC-048	Non Urgent	Company HQ	Email
11512	21-03-2019	03-04-2019	Sandra	Cooper	FEMALE	Harry Gardner	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Michigan	BNM-037	Non Urgent	Company HQ	Email
11513	21-03-2019	21-03-2019	Joan	Spencer	FEMALE	Ralph Green	Comm3	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Illinois	PNM-003	Non Urgent	Company HQ	Email
11514	21-03-2019	21-03-2019	Helen	Hamilton	FEMALE	Joshua Ellis	Comm4	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Texas	CAS-015	Non Urgent	Company HQ	Email
11515	21-03-2019	01-04-2019	Jeremy	Medina	MALE	Russell Fox	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Florida	HOC-052	Non Urgent	Company HQ	Email
11516	21-03-2019	01-04-2019	Scott	Bryant	MALE	Paul Gardner	Comm6	CERTIFICATE OF CONTENTS	West	CLOSED	Washington	MOT-007	Non Urgent	Company HQ	Email
11517	21-03-2019	01-04-2019	Patricia	Chapman	FEMALE	Jose Mccoy	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	New Jersey	CAS-015	Non Urgent	Company HQ	Email
11518	21-03-2019	27-03-2019	Nicholas	Patterson	MALE	Ryan Dean	Comm5	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Illinois	PNM-003	Non Urgent	Company HQ	Email
11519	21-03-2019	01-04-2019	Jennifer	Lewis	FEMALE	Gerald Nelson	Comm4	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Florida	BNM-031	Non Urgent	Company HQ	Email
11520	21-03-2019	01-04-2019	Adam	White	MALE	Shawn Sanders	Comm9	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Illinois	CAP-025	Non Urgent	Company HQ	Email
11521	21-03-2019	01-04-2019	Edward	Barnes	MALE	Ralph Hall	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Illinois	BNM-041	Non Urgent	Company HQ	Email
11522	21-03-2019	01-04-2019	Todd	Richards	MALE	Earl Jordan	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Texas	CAS-012	Non Urgent	Company HQ	Email
11523	21-03-2019	29-03-2019	Rachel	Fox	FEMALE	Carlos Stevens	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Colorado	BNM-073	Non Urgent	Company HQ	Email
11524	21-03-2019	01-04-2019	Amanda	Gomez	FEMALE	Christopher Thomas	Comm6	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	CAP-024	Non Urgent	Company HQ	Email
11525	21-03-2019	01-04-2019	Sean	Ferguson	MALE	Steven Fuller	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Florida	HHC-078	Non Urgent	Company HQ	Email
11526	21-03-2019	01-04-2019	Norma	Barnes	FEMALE	Todd Hughes	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Michigan	HHC-057	Non Urgent	Company HQ	Email
11527	21-03-2019	01-04-2019	Alan	Crawford	MALE	Robert Mason	Comm8	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Michigan	BNM-035	Non Urgent	Company HQ	Email
11528	21-03-2019	01-04-2019	Carol	Hall	FEMALE	Ryan Dean	Comm5	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Minnesota	MOT-010	Non Urgent	Company HQ	Email
11529	21-03-2019	02-04-2019	Thomas	Burke	MALE	Terry Perry	Comm7	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Illinois	HOC-050	Non Urgent	Company HQ	Email
11530	21-03-2019	02-04-2019	Charles	Ford	MALE	Justin Gardner	Comm7	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	New York	HOC-053	Non Urgent	Company HQ	Email
11531	21-03-2019	02-04-2019	James	Peters	MALE	Dennis Montgomery	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Utah	MOT-011	Non Urgent	Company HQ	Email
11532	21-03-2019	02-04-2019	Pamela	Vasquez	FEMALE	Nicholas Clark	Comm5	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Illinois	OOT-061	Non Urgent	Company HQ	Email
11533	21-03-2019	02-04-2019	Dorothy	Stevens	FEMALE	William Warren	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	Maine	HOC-064	Non Urgent	Company HQ	Email
11535	21-03-2019	02-04-2019	Eric	Hunter	MALE	Eric Collins	Comm4	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	MOT-007	Non Urgent	Company HQ	Email
11536	21-03-2019	02-04-2019	Harry	Sims	MALE	Justin Knight	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Michigan	BNM-037	Non Urgent	Company HQ	Email
11537	21-03-2019	02-04-2019	Chris	Dixon	MALE	Ernest Russell	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Arizona	CAP-029	Non Urgent	Company HQ	Email
11538	21-03-2019	02-04-2019	Ryan	Hill	MALE	Samuel Torres	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	North Carolina	BNM-035	Non Urgent	Company HQ	Email
11539	21-03-2019	27-03-2019	Lois	Simmons	FEMALE	Anthony Hill	Comm3	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Colorado	MOT-010	Non Urgent	Company HQ	Email
11540	21-03-2019	02-04-2019	Marilyn	Gutierrez	FEMALE	Johnny Snyder	Comm6	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Florida	HHC-058	Non Urgent	Company HQ	Email
11541	21-03-2019	22-03-2019	Edward	Howard	MALE	Juan Richardson	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	HOC-047	Non Urgent	Company HQ	Email
11542	21-03-2019	02-04-2019	Adam	Hanson	MALE	Ryan Reid	Comm7	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	HOC-064	Non Urgent	Company HQ	Email
11543	21-03-2019	01-04-2019	Peter	Montgomery	MALE	Louis Rivera	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	New York	MOT-010	Non Urgent	Company HQ	Email
11544	22-03-2019	01-04-2019	Todd	Henry	MALE	Randy Shaw	Comm2	SECURITY CONTRACT MANAGEMENT REQUEST	South	CLOSED	North Carolina	CAS-066	Non Urgent	Company HQ	Email
11545	22-03-2019	22-03-2019	Anthony	Chapman	MALE	Gerald Washington	Bonus Based	REGISTRATION FORM OF REGISTRATION	Northeast	CLOSED	Connecticut	BNM-034	Non Urgent	Company HQ	Written
11546	22-03-2019	01-04-2019	Lillian	Hill	FEMALE	Nicholas Jacobs	Comm4	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Florida	CAP-025	Non Urgent	Company HQ	Email
11547	22-03-2019	29-03-2019	Nicholas	Henry	MALE	Carlos Kelly	Comm5	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	New Jersey	CAS-066	Non Urgent	Company HQ	Email
11548	21-03-2019	28-03-2019	Eric	Shaw	MALE	Jose Spencer	Comm2	POOR SERVICE	West	CLOSED	California	CAS-015	Non Urgent	Company HQ	Partner Or Bank
11549	22-03-2019	01-04-2019	Shirley	Alexander	FEMALE	Andrew Rodriguez	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	MMP-005	Non Urgent	Company HQ	Email
11550	22-03-2019	01-04-2019	Benjamin	Butler	MALE	Willie Hudson	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Michigan	HOC-055	Non Urgent	Company HQ	Email
11551	22-03-2019	01-04-2019	Irene	Edwards	FEMALE	Thomas Stanley	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	MOT-011	Non Urgent	Company HQ	Email
11552	22-03-2019	01-04-2019	Jose	Martin	MALE	Timothy Ryan	Comm9	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	Massachusetts	MOT-009	Non Urgent	Company HQ	Email
11553	22-03-2019	01-04-2019	Nicholas	Arnold	MALE	David Harper	Comm8	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Illinois	MOT-007	Non Urgent	Company HQ	Email
11554	22-03-2019	01-04-2019	Paul	Armstrong	MALE	Walter Gomez	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	Pennsylvania	BNM-035	Non Urgent	Company HQ	Email
11555	22-03-2019	01-04-2019	Doris	Woods	FEMALE	Roger Robertson	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Indiana	HOC-055	Non Urgent	Company HQ	Email
11556	22-03-2019	01-04-2019	David	Henry	MALE	Henry Smith	Comm8	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	CAP-024	Non Urgent	Company HQ	Email
11557	22-03-2019	01-04-2019	Patrick	Peters	MALE	Patrick Hansen	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Minnesota	PNM-003	Non Urgent	Company HQ	Email
11558	22-03-2019	01-04-2019	Ruth	Evans	FEMALE	Eric Morrison	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Nevada	CAP-025	Non Urgent	Company HQ	Email
11559	22-03-2019	27-03-2019	Jason	Lopez	MALE	Jeremy Mendoza	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	CAS-018	Non Urgent	Company HQ	Email
11560	22-03-2019	27-03-2019	Justin	Kelley	MALE	Howard Sims	Comm8	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Illinois	LBL-045	Non Urgent	Company HQ	Email
11561	22-03-2019	01-04-2019	Lillian	Burke	FEMALE	Charles Martinez	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Colorado	CAS-076	Non Urgent	Company HQ	Email
11562	22-03-2019	01-04-2019	Lawrence	Henry	MALE	Arthur Griffin	Comm9	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	CAP-029	Non Urgent	Company HQ	Email
11563	22-03-2019	01-04-2019	Jane	Frazier	FEMALE	Henry Arnold	Comm7	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Arizona	HOC-049	Non Urgent	Company HQ	Email
11564	22-03-2019	01-04-2019	Patrick	Howard	MALE	Carl Henderson	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	BNM-073	Non Urgent	Company HQ	Email
11565	22-03-2019	22-03-2019	Timothy	Evans	MALE	William Warren	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Texas	LBL-043	Non Urgent	Company HQ	Email
11566	22-03-2019	01-04-2019	Johnny	Baker	MALE	Gregory Harper	Comm8	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	PNM-003	Non Urgent	Company HQ	Email
11567	22-03-2019	01-04-2019	Albert	Gilbert	MALE	Louis Montgomery	Comm9	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	HOC-056	Non Urgent	Company HQ	Email
11568	22-03-2019	29-03-2019	Justin	Montgomery	MALE	Eugene Sullivan	Comm5	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Washington	HHC-057	Non Urgent	Company HQ	Email
11569	22-03-2019	01-04-2019	Denise	Baker	FEMALE	Ronald Stanley	Comm3	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	Pennsylvania	CAS-012	Non Urgent	Company HQ	Email
11570	21-03-2019	22-04-2019	Emily	West	FEMALE	Ernest Wright	Comm2	POOR INFORMATION BEFORE OR WITH THE SALE	West	CLOSED	California	BNM-037	Non Urgent	Company HQ	Written
11571	22-03-2019	28-03-2019	Joan	Ryan	FEMALE	Howard Hansen	Comm5	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Ohio	HHC-078	Non Urgent	Company HQ	Email
11572	22-03-2019	01-04-2019	Benjamin	Williams	MALE	Gary Franklin	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	New Jersey	CAP-026	Non Urgent	Company HQ	Email
11573	22-03-2019	01-04-2019	Joshua	Bell	MALE	George Davis	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	CAP-025	Non Urgent	Company HQ	Email
11574	22-03-2019	01-04-2019	Ronald	Miller	MALE	Ralph White	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Georgia	CAP-024	Non Urgent	Company HQ	Email
11575	22-03-2019	01-04-2019	Larry	Marshall	MALE	Terry Shaw	Comm7	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Illinois	HOC-056	Non Urgent	Company HQ	Email
11576	22-03-2019	01-04-2019	Joan	Griffin	FEMALE	Kevin Wagner	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Kansas	FPT-060	Non Urgent	Company HQ	Email
11577	22-03-2019	01-04-2019	Phyllis	Montgomery	FEMALE	Nicholas Montgomery	Comm8	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Tennessee	BMB-042	Non Urgent	Company HQ	Email
11578	22-03-2019	01-04-2019	Juan	Powell	MALE	William Torres	Comm9	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Georgia	BNM-034	Non Urgent	Company HQ	Email
11579	22-03-2019	01-04-2019	Gary	Bowman	MALE	Peter Day	Comm3	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Florida	CAS-019	Non Urgent	Company HQ	Email
11580	22-03-2019	01-04-2019	Willie	Hunter	MALE	Mark Carter	Comm4	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	North Carolina	HHC-058	Non Urgent	Company HQ	Email
11581	22-03-2019	22-03-2019	Julie	Wilson	FEMALE	Richard Robinson	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	New York	MOT-010	Non Urgent	Company HQ	Email
11582	22-03-2019	27-03-2019	Julia	James	FEMALE	Steve George	Comm5	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	CAS-015	Non Urgent	Company HQ	Email
11583	26-03-2019	01-04-2019	Shirley	Dean	FEMALE	Douglas Jordan	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Indiana	LOL-046	Non Urgent	Company HQ	Email
11584	26-03-2019	28-03-2019	Ronald	Gordon	MALE	Wayne George	Comm9	SECURITY CONTRACT MANAGEMENT REQUEST	Northeast	CLOSED	New York	MMP-004	Non Urgent	Company HQ	Email
11585	26-03-2019	29-03-2019	Henry	Rice	MALE	Keith Reed	Comm5	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	BNM-037	Non Urgent	Company HQ	Written
11586	26-03-2019	26-03-2019	Phillip	Williams	MALE	Louis Shaw	Comm2	UPDATE REQUEST	Midwest	CLOSED	Nebraska	OOT-061	Non Urgent	CRO	Other
11587	27-03-2019	25-04-2019	Raymond	Burke	MALE	Fred Gonzalez	Comm2	UPDATE REQUEST	West	CLOSED	Colorado	CAP-023	Non Urgent	Company HQ	Written
11588	27-03-2019	29-03-2019	Chris	Rogers	MALE	Gregory Reyes	Comm7	UPDATE REQUEST	Midwest	CLOSED	Michigan	CAS-067	Non Urgent	Company HQ	Email
11589	27-03-2019	03-04-2019	Martin	Cole	MALE	Joshua Garrett	Comm4	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Florida	BNM-035	Non Urgent	Company HQ	Email
11590	27-03-2019	11-04-2019	Paul	Adams	MALE	Bobby Russell	Comm2	PERFORMANCE OR RESISTANCE TO PERSONAL DATA	Midwest	CLOSED	Michigan	HOC-064	Non Urgent	Company HQ	Court Order
11591	27-03-2019	03-04-2019	Philip	Little	MALE	Carl Henderson	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Nevada	BNM-037	Non Urgent	Company HQ	Email
11592	27-03-2019	03-04-2019	Joseph	Stanley	MALE	Kenneth Morris	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	North Carolina	HOC-053	Non Urgent	Company HQ	Email
11593	18-03-2019	27-03-2019	Julie	Riley	FEMALE	Keith Jacobs	Comm2	UPDATE REQUEST	West	CLOSED	Oregon	CAS-013	Non Urgent	Company HQ	Partner Or Bank
11594	27-03-2019	03-04-2019	Kenneth	Washington	MALE	Louis Bennett	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Michigan	CAP-026	Non Urgent	Company HQ	Email
11595	27-03-2019	03-04-2019	Todd	Johnston	MALE	Peter Burns	Comm9	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Missouri	MOT-011	Non Urgent	Company HQ	Email
11596	27-03-2019	03-04-2019	Susan	Johnson	FEMALE	Wayne Long	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	CAS-022	Non Urgent	Company HQ	Email
11597	27-03-2019	03-04-2019	Beverly	Fernandez	FEMALE	Ernest Parker	Comm7	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Illinois	CAP-070	Non Urgent	Company HQ	Email
11598	27-03-2019	03-04-2019	Patricia	Hudson	FEMALE	Shawn Fernandez	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	New York	CAS-067	Non Urgent	Company HQ	Email
11599	27-03-2019	29-03-2019	Linda	Romero	FEMALE	Jonathan Brooks	Comm9	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Virginia	OOT-061	Non Urgent	Company HQ	Email
11600	27-03-2019	03-04-2019	Karen	Castillo	FEMALE	Andrew Bowman	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Texas	CAS-076	Non Urgent	Company HQ	Email
11601	27-03-2019	03-04-2019	Kathryn	Hart	FEMALE	Martin Patterson	Comm9	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	North Carolina	CAS-019	Non Urgent	Company HQ	Email
11602	27-03-2019	03-04-2019	Jean	Mason	FEMALE	Anthony Bowman	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Kentucky	HHC-063	Non Urgent	Company HQ	Email
11603	27-03-2019	29-03-2019	AccraPac 			Clarence Duncan	Comm2	CERTIFICATE OF CONTENTS	Northeast	CLOSED	Connecticut	CAS-017	Non Urgent	Company HQ	Email
11604	27-03-2019	02-04-2019	Jeremy	Johnston	MALE	Steve Henry	Comm9	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Florida	MOT-009	Non Urgent	Company HQ	Email
11605	27-03-2019	02-04-2019	Bruce	Webb	MALE	Robert Nichols	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Washington	HOC-052	Non Urgent	Company HQ	Email
11606	27-03-2019	02-04-2019	Bruce	Reyes	MALE	Thomas Johnson	Comm6	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Kansas	MOT-009	Non Urgent	Company HQ	Email
11607	27-03-2019	02-04-2019	Larry	Howard	MALE	Justin Bennett	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Minnesota	HOC-051	Non Urgent	Company HQ	Email
11608	27-03-2019	02-04-2019	Jeremy	Powell	MALE	Gary Williams	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	Massachusetts	CAS-072	Non Urgent	Company HQ	Email
11609	27-03-2019	02-04-2019	Victor	Mitchell	MALE	Robert Russell	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Indiana	CAS-014	Non Urgent	Company HQ	Email
11610	27-03-2019	29-03-2019	Jesse	Stephens	MALE	Ronald Stanley	Comm3	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Indiana	CAS-014	Non Urgent	Company HQ	Email
11611	27-03-2019	03-04-2019	Steve	Webb	MALE	Jonathan Dean	Comm6	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Oregon	PNM-002	Non Urgent	Company HQ	Email
11612	27-03-2019	02-04-2019	Jimmy	Stephens	MALE	Charles Harper	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Florida	BNM-031	Non Urgent	Company HQ	Email
11613	27-03-2019	02-04-2019	Aaron	Burns	MALE	Jonathan Duncan	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	CAS-016	Non Urgent	Company HQ	Email
11614	27-03-2019	02-04-2019	Joseph	Larson	MALE	Peter Reynolds	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Minnesota	BNM-073	Non Urgent	Company HQ	Email
11615	27-03-2019	02-04-2019	Clarence	Reynolds	MALE	Jeffrey Fisher	Comm7	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	Connecticut	BMB-042	Non Urgent	Company HQ	Email
11616	27-03-2019	02-04-2019	Doris	Romero	FEMALE	Russell Green	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	HOC-055	Non Urgent	Company HQ	Email
11617	27-03-2019	02-04-2019	Paul	Stevens	MALE	Louis Rivera	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	Connecticut	CAP-069	Non Urgent	Company HQ	Email
11618	27-03-2019	02-04-2019	Ralph	Sanchez	MALE	Matthew Young	Comm9	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	CAP-023	Non Urgent	Company HQ	Email
11619	27-03-2019	02-04-2019	Marie	Mendoza	FEMALE	Walter Young	Comm6	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Arizona	LBL-044	Non Urgent	Company HQ	Email
11620	27-03-2019	02-04-2019	Daniel	Simpson	MALE	Andrew Diaz	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Nevada	HOC-048	Non Urgent	Company HQ	Email
11621	27-03-2019	02-04-2019	Julie	Peterson	FEMALE	Donald Jordan	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	New Jersey	BNM-037	Non Urgent	Company HQ	Email
11622	27-03-2019	02-04-2019	Amy	Hanson	FEMALE	Jonathan Dixon	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Minnesota	HHC-058	Non Urgent	Company HQ	Email
11623	27-03-2019	02-04-2019	Juan	Nichols	MALE	Edward Gilbert	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	California	HOC-050	Non Urgent	Company HQ	Email
11624	27-03-2019	02-04-2019	Douglas	Alvarez	MALE	Scott Banks	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Florida	CAS-022	Non Urgent	Company HQ	Email
11625	27-03-2019	02-04-2019	Kenneth	Coleman	MALE	Steve Henry	Comm9	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	Connecticut	MOT-009	Non Urgent	Company HQ	Email
11626	27-03-2019	02-04-2019	Bobby	Welch	MALE	Todd Lane	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Missouri	CAP-024	Non Urgent	Company HQ	Email
11627	27-03-2019	02-04-2019	Jack	Banks	MALE	Jeremy Mendoza	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Colorado	CAS-067	Non Urgent	Company HQ	Email
11628	27-03-2019	02-04-2019	Melissa	Jackson	FEMALE	Patrick Hunt	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Illinois	CAS-018	Non Urgent	Company HQ	Email
11629	29-03-2019	30-04-2019	Roy	Hill	MALE	Keith Hernandez	No Commission	UNDER EXCELLENT DECISION HOW MUCH THE RETURN OF SECURITIES	West	CLOSED	Arizona	HOC-052	Non Urgent	CRO	Written
11630	28-03-2019	01-04-2019	Stephanie	Rose	FEMALE	Jeffrey Gomez	Comm5	REGISTRATION FORM OF REGISTRATION	South	CLOSED	Maryland	LBL-045	Non Urgent	Company HQ	Email
11631	28-03-2019	02-04-2019	George	Shaw	MALE	Howard Arnold	Comm6	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Montana	BNM-032	Non Urgent	Company HQ	Email
11632	28-03-2019	02-04-2019	Alan	Nichols	MALE	Roger Lopez	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	West	CLOSED	Colorado	HOC-055	Non Urgent	Company HQ	Email
11633	28-03-2019	02-04-2019	Norma	Hamilton	FEMALE	Jimmy Palmer	Comm5	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	New York	MMP-005	Non Urgent	Company HQ	Email
11634	28-03-2019	02-04-2019	Tina	Fuller	FEMALE	Robert Rodriguez	Bonus Based	YOU HAVE ALWAYS BEEN REQUESTED	Northeast	CLOSED	Maine	CAS-016	Non Urgent	Company HQ	Email
11635	26-03-2019	19-04-2019	Harold	Fox	MALE	Ryan Butler	Comm9	SECURITY BUILDING REQUEST SECURITY RETURN	South	CLOSED	Virginia	BNM-034	Non Urgent	Company HQ	Court Order
11636	28-03-2019	02-04-2019	Lawrence	Nichols	MALE	Edward Ferguson	Comm5	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Georgia	MOT-010	Non Urgent	Company HQ	Email
11637	28-03-2019	02-04-2019	Frances	Mills	FEMALE	Adam Baker	No Commission	YOU HAVE ALWAYS BEEN REQUESTED	Midwest	CLOSED	Missouri	LOL-046	Non Urgent	Company HQ	Email
11638	28-03-2019	02-04-2019	Michelle	Stephens	FEMALE	Ernest Wright	Comm2	YOU HAVE ALWAYS BEEN REQUESTED	South	CLOSED	Maryland	BNM-039	Non Urgent	Company HQ	Email
